1991 0 AChE acetylcholinesterase development 
1991 1 CELLS PGCs primordialgermcells 
1991 2 E E-cadherin cadherins 
1991 3 immunoreactivity GABA gamma-aminobutyricacid 
1991 4 chromosomes inactivation Xchromosome 
1991 5 chick optictectum tectum 
1991 6 insulin pancreatic pancreas 
1991 7 muscle junction neuromuscularjunction 
1991 8 2n chromosomenumber parents 
1991 9 B domain immunoglobulin 
1991 10 development myelination Schwanncells 
1991 11 ova CL corporalutea 
1991 12 EGF TGF PDGF 
1991 13 TGF PDGF platelets 
1991 14 heat Expression HSP70 
1991 15 pattern ear innerear 
1991 16 procedure diagnosis biopsy 
1991 17 compounds model chemicals 
1991 18 gestation patients complications 
1991 19 protein cultivars rice 
1991 20 expression cytokeratin vimentin 
1991 21 mechanisms strains pathogenesis 
1991 22 weight turkeys hatchability 
1991 23 levels tyrosinekinase kinaseactivity 
1991 24 musclecells smoothmuscle smoothmusclecells 
1991 25 Triticumaestivum genes cv 
1991 26 development viruses challenge 
1991 27 min roomtemperature liquidnitrogen 
1991 28 CD4 CD8 T 
1991 29 CD4 CD8 Tcells 
1991 30 CD4 CD8 thymocytes 
1991 31 murine tumorcells carcinoma 
1991 32 concentrations mgl NAA 
1991 33 concentrations DA dopamine 
1991 34 Expression homeoboxgene homeodomain 
1991 35 pregnancy ovarianhyperstimulation syndrome 
1991 36 genotypes barley anthers 
1991 37 genotypes anthers pollen 
1991 38 pollination fruit flowers 
1991 39 fruit flowers pollen 
1991 40 antigen MHC majorhistocompatibility 
1991 41 gamma promoter RAR 
1991 42 acidic neurotransmitters serotonin 
1991 43 immunoreactivity neurotransmitters serotonin 
1991 44 response eggs adaptation 
1991 45 response larvae adaptation 
1991 46 nuclei area project thalamus 
1991 47 brain project thalamus 
1991 48 ganglioncells axons opticnerve 
1991 49 chick cAMP forskolin 
1991 50 levels innercellmass trophectoderm 
1991 51 h innercellmass trophectoderm 
1991 52 embryonicday striatum substantianigra 
1991 53 striatum immunoreactivity substantianigra 
1991 54 protein organelles endoplasmicreticulum 
1991 55 organelles form mitochondria endoplasmicreticulum 
1991 56 2n meiotic parents 
1991 57 2n parents wheat 
1991 58 EMBRYOS Brassicanapus microspores 
1991 59 Brassicanapus acidic microspores 
1991 60 C gamma radiation 
1991 61 gamma radiation exposure 
1991 62 media embryogenic Somaticembryogenesis 
1991 63 expression E12 E10 
1991 64 ml culturemedia albumin 
1991 65 chromosomes invitro cross interspecific 
1991 66 development ET impact 
1991 67 M blastomeres ascidians 
1991 68 cleavage larvae ascidians 
1991 69 TGF peptide growthfactor-beta 
1991 70 mRNA polymerasechainreaction amplification 
1991 71 protein polymerasechainreaction amplification 
1991 72 acidic polymerasechainreaction amplification 
1991 73 analysis polymerasechainreaction amplification 
1991 74 somaticembryos calluses calluscultures 
1991 75 calli calluses calluscultures 
1991 76 chick ligand thyroid 
